Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,Country/Region,City,State,Postal Code,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Days to Ship Scheduled
1592,US-2020-132423,15/4/2020 0:00,19/4/2020 0:00,Standard Class,Muhammed Yedwab,Corporate,United States,Grapevine,Texas,76051,Central,Office Supplies,Fasteners,Ideal Clamps,8.04,5,0.2,2.9145,6
1602,CA-2020-164672,8/5/2020 0:00,13/5/2020 0:00,Second Class,George Bell,Corporate,United States,Dover,Delaware,19901,East,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",211.96,2,0,42.392,6
1603,US-2020-132857,11/12/2020 0:00,17/12/2020 0:00,Standard Class,Cynthia Arntzen,Consumer,United States,Smyrna,Tennessee,37167,South,Office Supplies,Art,Prang Drawing Pencil Set,6.672,3,0.2,1.668,6
1605,US-2020-115819,19/4/2020 0:00,24/4/2020 0:00,Second Class,Jas O'Carroll,Consumer,United States,Los Angeles,California,90049,West,Technology,Phones,PowerGen Dual USB Car Charger,39.96,5,0.2,12.987,6
1606,US-2020-115819,19/4/2020 0:00,24/4/2020 0:00,Second Class,Jas O'Carroll,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,Newell 307,5.46,3,0,1.5288,6
1607,US-2020-115819,19/4/2020 0:00,24/4/2020 0:00,Second Class,Jas O'Carroll,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,73.2,5,0,21.228,6
1608,US-2020-115819,19/4/2020 0:00,24/4/2020 0:00,Second Class,Jas O'Carroll,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",5.84,1,0.2,1.971,6
1609,US-2020-115819,19/4/2020 0:00,24/4/2020 0:00,Second Class,Jas O'Carroll,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",22.72,4,0,10.224,6
1610,US-2020-115819,19/4/2020 0:00,24/4/2020 0:00,Second Class,Jas O'Carroll,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,Avery Binder Labels,9.336,3,0.2,3.2676,6
1615,US-2020-113509,15/3/2020 0:00,19/3/2020 0:00,Standard Class,Paul Lucas,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,V7 USB Numeric Keypad,83.976,3,0.2,-13.6461,6
1619,US-2020-118780,10/9/2020 0:00,14/9/2020 0:00,Second Class,Parhena Norris,Home Office,United States,New York City,New York,10011,East,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,59.48,2,0,8.922,6
1620,US-2020-118780,10/9/2020 0:00,14/9/2020 0:00,Second Class,Parhena Norris,Home Office,United States,New York City,New York,10011,East,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",6.69,1,0,3.0774,6
1631,CA-2020-106530,8/5/2020 0:00,8/5/2020 0:00,Same Day,Clay Ludtke,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,1006.056,3,0.2,88.0299,6
1632,CA-2020-106530,8/5/2020 0:00,8/5/2020 0:00,Same Day,Clay Ludtke,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Paper,Xerox 1898,10.688,2,0.2,3.7408,6
1633,CA-2020-106530,8/5/2020 0:00,8/5/2020 0:00,Same Day,Clay Ludtke,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Paper,Xerox 222,10.368,2,0.2,3.6288,6
1634,CA-2020-106530,8/5/2020 0:00,8/5/2020 0:00,Same Day,Clay Ludtke,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Storage,Hanging Personal Folder File,25.12,2,0.2,1.57,6
1635,CA-2020-106530,8/5/2020 0:00,8/5/2020 0:00,Same Day,Clay Ludtke,Consumer,United States,Cleveland,Ohio,44105,East,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,58.112,2,0.2,7.264,6
1639,CA-2020-157266,26/5/2020 0:00,1/6/2020 0:00,Standard Class,Toby Braunhardt,Consumer,United States,Washington,District of Columbia,20016,East,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),19.44,3,0,9.3312,6
1640,CA-2020-157266,26/5/2020 0:00,1/6/2020 0:00,Standard Class,Toby Braunhardt,Consumer,United States,Washington,District of Columbia,20016,East,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,9.64,2,0,4.4344,6
1641,CA-2020-157266,26/5/2020 0:00,1/6/2020 0:00,Standard Class,Toby Braunhardt,Consumer,United States,Washington,District of Columbia,20016,East,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",12.7,2,0,5.842,6
1642,CA-2020-157266,26/5/2020 0:00,1/6/2020 0:00,Standard Class,Toby Braunhardt,Consumer,United States,Washington,District of Columbia,20016,East,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,41.37,3,0,17.3754,6
1664,CA-2020-128531,24/11/2020 0:00,26/11/2020 0:00,Second Class,Neola Schneider,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Storage,Sterilite Officeware Hinged File Box,41.92,5,0.2,3.668,6
1665,CA-2020-128531,24/11/2020 0:00,26/11/2020 0:00,Second Class,Neola Schneider,Consumer,United States,Dallas,Texas,75217,Central,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,297.576,3,0.2,-7.4394,6
1666,CA-2020-128531,24/11/2020 0:00,26/11/2020 0:00,Second Class,Neola Schneider,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Fasteners,Colored Push Pins,4.344,3,0.2,0.8688,6
1667,CA-2020-128531,24/11/2020 0:00,26/11/2020 0:00,Second Class,Neola Schneider,Consumer,United States,Dallas,Texas,75217,Central,Technology,Accessories,Logitech G105 Gaming Keyboard,94.992,2,0.2,-2.3748,6
1668,CA-2020-128531,24/11/2020 0:00,26/11/2020 0:00,Second Class,Neola Schneider,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Paper,Xerox 1925,74.352,3,0.2,23.235,6
1669,CA-2020-128531,24/11/2020 0:00,26/11/2020 0:00,Second Class,Neola Schneider,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",14.04,3,0.2,1.5795,6
1672,CA-2020-107615,22/3/2020 0:00,25/3/2020 0:00,First Class,Robert Barroso,Corporate,United States,North Las Vegas,Nevada,89031,West,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,58.58,2,0,19.3314,6
1677,CA-2020-122728,18/5/2020 0:00,24/5/2020 0:00,Standard Class,Eric Barreto,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Storage,Home/Office Personal File Carts,104.28,3,0,26.07,6
1678,CA-2020-122728,18/5/2020 0:00,24/5/2020 0:00,Standard Class,Eric Barreto,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),17.94,3,0,8.7906,6
1683,US-2020-101497,29/9/2020 0:00,1/10/2020 0:00,Second Class,Pamela Stobb,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Paper,Xerox 1887,18.97,1,0,9.1056,6
1684,CA-2020-147585,7/11/2020 0:00,12/11/2020 0:00,Standard Class,Claudia Bergmann,Corporate,United States,San Francisco,California,94110,West,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",14.82,3,0,6.2244,6
1693,US-2020-154361,14/3/2020 0:00,19/3/2020 0:00,Standard Class,Henia Zydlo,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,21.88,5,0.2,6.2905,6
1694,US-2020-158708,26/6/2020 0:00,29/6/2020 0:00,Second Class,Alejandro Ballentine,Home Office,United States,Plano,Texas,75023,Central,Technology,Accessories,Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive,13.616,2,0.2,3.5742,6
1705,CA-2020-106306,8/3/2020 0:00,8/3/2020 0:00,Same Day,Patrick Gardner,Consumer,United States,Glendale,Arizona,85301,West,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",9.702,3,0.7,-7.1148,6
1716,CA-2020-154788,30/4/2020 0:00,4/5/2020 0:00,Standard Class,John Lee,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,7.712,2,0.2,2.7956,6
1717,CA-2020-169943,19/5/2020 0:00,24/5/2020 0:00,Standard Class,Bradley Nguyen,Consumer,United States,New York City,New York,10011,East,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,242.9,5,0,70.441,6
1718,CA-2020-169943,19/5/2020 0:00,24/5/2020 0:00,Standard Class,Bradley Nguyen,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,Safco Industrial Wire Shelving System,454.9,5,0,0,1
1719,CA-2020-169943,19/5/2020 0:00,24/5/2020 0:00,Standard Class,Bradley Nguyen,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,35.92,4,0,15.0864,1
1720,CA-2020-169943,19/5/2020 0:00,24/5/2020 0:00,Standard Class,Bradley Nguyen,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",39.76,8,0,12.3256,1
1721,CA-2020-169943,19/5/2020 0:00,24/5/2020 0:00,Standard Class,Bradley Nguyen,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,Recycled Easel Ring Binders,47.744,4,0.2,14.92,1
1729,CA-2020-106894,7/2/2020 0:00,7/2/2020 0:00,Same Day,Christina Anderson,Consumer,United States,Springfield,Virginia,22153,South,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,100,4,0,21,1
1730,CA-2020-106894,7/2/2020 0:00,7/2/2020 0:00,Same Day,Christina Anderson,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,7.83,3,0,3.6018,1
1733,US-2020-131149,10/7/2020 0:00,14/7/2020 0:00,Standard Class,Logan Haushalter,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",338.04,3,0.2,-33.804,1
1734,US-2020-131149,10/7/2020 0:00,14/7/2020 0:00,Standard Class,Logan Haushalter,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,154.24,4,0.2,17.352,1
1747,CA-2020-155670,13/8/2020 0:00,17/8/2020 0:00,Second Class,Erin Mull,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,Acco Translucent Poly Ring Binders,11.232,8,0.7,-8.2368,1
1748,CA-2020-155670,13/8/2020 0:00,17/8/2020 0:00,Second Class,Erin Mull,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,Easy-staple paper,10.272,3,0.2,3.21,1
1764,CA-2020-110254,4/8/2020 0:00,8/8/2020 0:00,Standard Class,Max Ludwig,Home Office,United States,Suffolk,Virginia,23434,South,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",35.06,2,0,10.518,1
1765,CA-2020-110254,4/8/2020 0:00,8/8/2020 0:00,Standard Class,Max Ludwig,Home Office,United States,Suffolk,Virginia,23434,South,Office Supplies,Labels,Avery 476,4.13,1,0,1.8998,1
1766,CA-2020-110254,4/8/2020 0:00,8/8/2020 0:00,Standard Class,Max Ludwig,Home Office,United States,Suffolk,Virginia,23434,South,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,109.8,9,0,46.116,1
1767,CA-2020-110254,4/8/2020 0:00,8/8/2020 0:00,Standard Class,Max Ludwig,Home Office,United States,Suffolk,Virginia,23434,South,Office Supplies,Labels,Avery 478,9.82,2,0,4.8118,1
1772,CA-2020-129686,27/11/2020 0:00,29/11/2020 0:00,Second Class,Greg Guthrie,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",97.984,2,0.2,-24.496,1
1773,CA-2020-129686,27/11/2020 0:00,29/11/2020 0:00,Second Class,Greg Guthrie,Corporate,United States,Chicago,Illinois,60623,Central,Technology,Accessories,Memorex Micro Travel Drive 8 GB,62.4,6,0.2,19.5,1
1780,CA-2020-124667,11/11/2020 0:00,16/11/2020 0:00,Standard Class,Bryan Davis,Consumer,United States,New York City,New York,10011,East,Technology,Accessories,Micropad Numeric Keypads,59.97,3,0,14.9925,1
1781,CA-2020-124667,11/11/2020 0:00,16/11/2020 0:00,Standard Class,Bryan Davis,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,Safco Steel Mobile File Cart,83.36,1,0,20.84,1
1795,CA-2020-140774,5/9/2020 0:00,10/9/2020 0:00,Standard Class,Brad Eason,Home Office,United States,Olathe,Kansas,66062,Central,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,107.94,3,0,26.985,1
1799,CA-2020-100965,7/7/2020 0:00,11/7/2020 0:00,Standard Class,Raymond Messe,Consumer,United States,San Jose,California,95123,West,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",215.65,5,0,73.321,1
1800,CA-2020-121034,8/8/2020 0:00,10/8/2020 0:00,Second Class,Jill Fjeld,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,11.168,4,0.2,3.6296,1
1801,CA-2020-121034,8/8/2020 0:00,10/8/2020 0:00,Second Class,Jill Fjeld,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Paper,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",53.952,3,0.2,17.5344,1
1802,CA-2020-149461,13/11/2020 0:00,19/11/2020 0:00,Standard Class,Adrian Shami,Home Office,United States,Auburn,Washington,98002,West,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",4.18,1,0,1.5048,1
1806,US-2020-116729,25/12/2020 0:00,28/12/2020 0:00,First Class,Grace Kelly,Corporate,United States,Los Angeles,California,90049,West,Technology,Phones,Samsung Galaxy Note 2,2575.944,7,0.2,257.5944,1
1807,US-2020-116729,25/12/2020 0:00,28/12/2020 0:00,First Class,Grace Kelly,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Paper,Xerox 225,45.36,7,0,21.7728,1
1808,US-2020-116729,25/12/2020 0:00,28/12/2020 0:00,First Class,Grace Kelly,Corporate,United States,Los Angeles,California,90049,West,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,254.24,7,0,76.272,1
1809,CA-2020-164938,11/2/2020 0:00,13/2/2020 0:00,First Class,Phillip Breyer,Corporate,United States,Tulsa,Oklahoma,74133,Central,Technology,Phones,Mediabridge Sport Armband iPhone 5s,69.93,7,0,0.6993,1
1810,CA-2020-165484,23/10/2020 0:00,29/10/2020 0:00,Standard Class,Heather Kirkland,Corporate,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,DAX Cubicle Frames - 8x10,16.156,7,0.6,-12.117,1
1811,CA-2020-165484,23/10/2020 0:00,29/10/2020 0:00,Standard Class,Heather Kirkland,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,Xerox 1929,54.816,3,0.2,17.8152,1
1821,CA-2020-168956,16/2/2020 0:00,20/2/2020 0:00,Standard Class,Erin Ashbrook,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Appliances,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,92.064,6,0.8,-225.5568,1
1822,CA-2020-168956,16/2/2020 0:00,20/2/2020 0:00,Standard Class,Erin Ashbrook,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Fasteners,Advantus Push Pins,6.976,4,0.2,1.8312,1
1823,CA-2020-168956,16/2/2020 0:00,20/2/2020 0:00,Standard Class,Erin Ashbrook,Corporate,United States,Chicago,Illinois,60623,Central,Furniture,Chairs,"Global Stack Chair with Arms, Black",62.958,3,0.3,-2.6982,1
1824,CA-2020-168956,16/2/2020 0:00,20/2/2020 0:00,Standard Class,Erin Ashbrook,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,Xerox 206,5.184,1,0.2,1.8144,1
1825,CA-2020-167507,22/12/2020 0:00,28/12/2020 0:00,Standard Class,Sue Ann Reed,Consumer,United States,Redmond,Oregon,97756,West,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",31.32,10,0.7,-25.056,1
1826,CA-2020-167507,22/12/2020 0:00,28/12/2020 0:00,Standard Class,Sue Ann Reed,Consumer,United States,Redmond,Oregon,97756,West,Furniture,Furnishings,3M Hangers With Command Adhesive,11.84,4,0.2,3.108,1
1827,CA-2020-167507,22/12/2020 0:00,28/12/2020 0:00,Standard Class,Sue Ann Reed,Consumer,United States,Redmond,Oregon,97756,West,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",22.784,1,0.2,4.8416,1
1828,CA-2020-109344,8/2/2020 0:00,11/2/2020 0:00,Second Class,Cathy Hwang,Home Office,United States,Raleigh,North Carolina,27604,South,Technology,Phones,Samsung Galaxy S4 Mini,1127.976,3,0.2,126.8973,1
1842,CA-2020-157763,18/7/2020 0:00,23/7/2020 0:00,Standard Class,Katharine Harms,Corporate,United States,Bowling Green,Kentucky,42104,South,Furniture,Chairs,Hon Olson Stacker Stools,140.81,1,0,39.4268,1
1864,US-2020-100839,13/10/2020 0:00,17/10/2020 0:00,Standard Class,Noah Childs,Corporate,United States,Aurora,Colorado,80013,West,Furniture,Tables,Hon 5100 Series Wood Tables,727.45,5,0.5,-465.568,1
1865,US-2020-100839,13/10/2020 0:00,17/10/2020 0:00,Standard Class,Noah Childs,Corporate,United States,Aurora,Colorado,80013,West,Furniture,Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",24.96,3,0.2,4.368,1
1870,CA-2020-148201,26/8/2020 0:00,29/8/2020 0:00,Second Class,Charles Crestani,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Paper,Xerox 1931,6.48,1,0,3.1104,1
1876,US-2020-112977,10/3/2020 0:00,16/3/2020 0:00,Standard Class,Caroline Jumper,Consumer,United States,Long Beach,New York,11561,East,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,176.784,1,0.2,-22.098,1
1884,CA-2020-118570,13/11/2020 0:00,17/11/2020 0:00,Standard Class,Chuck Clark,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,White Computer Printout Paper by Universal,217.056,7,0.2,78.6828,1
1886,CA-2020-147578,22/4/2020 0:00,26/4/2020 0:00,Second Class,Paul Gonzalez,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,Ultra Door Pull Handle,31.56,3,0,10.4148,1
1894,CA-2020-100083,24/11/2020 0:00,29/11/2020 0:00,Standard Class,Carol Darley,Consumer,United States,Medford,Oregon,97504,West,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",24.784,1,0.2,7.745,1
1901,CA-2020-140543,29/6/2020 0:00,3/7/2020 0:00,Second Class,Corey-Lock,Consumer,United States,Florence,South Carolina,29501,South,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,191.88,6,0,19.188,1
1902,CA-2020-151141,20/8/2020 0:00,23/8/2020 0:00,First Class,Dianna Wilson,Home Office,United States,Detroit,Michigan,48205,Central,Technology,Phones,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",14.78,2,0,3.9906,1
1907,US-2020-150567,17/5/2020 0:00,21/5/2020 0:00,Standard Class,Roy Phan,Corporate,United States,Apopka,Florida,32712,South,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,2.952,2,0.7,-2.1648,1
1908,US-2020-150567,17/5/2020 0:00,21/5/2020 0:00,Standard Class,Roy Phan,Corporate,United States,Apopka,Florida,32712,South,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",27.018,6,0.7,-21.6144,1
1911,CA-2020-105963,15/11/2020 0:00,22/11/2020 0:00,Standard Class,Stewart Carmichael,Corporate,United States,Los Angeles,California,90008,West,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,99.39,3,0,40.7499,1
1923,CA-2020-156685,8/7/2020 0:00,10/7/2020 0:00,Second Class,Scot Coram,Corporate,United States,Arlington,Texas,76017,Central,Technology,Phones,Cisco SPA 502G IP Phone,863.64,9,0.2,107.955,1
1924,CA-2020-156685,8/7/2020 0:00,10/7/2020 0:00,Second Class,Scot Coram,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Art,Newell 345,47.616,3,0.2,3.5712,1
1927,US-2020-139710,9/6/2020 0:00,15/6/2020 0:00,Standard Class,Greg Matthias,Consumer,United States,Los Angeles,California,90045,West,Technology,Phones,Avaya 4621SW VoIP phone,177.48,3,0.2,19.9665,1
1932,CA-2020-152121,27/11/2020 0:00,29/11/2020 0:00,Second Class,Craig Carreira,Consumer,United States,Scottsdale,Arizona,85254,West,Technology,Phones,Motorola Moto X,271.992,1,0.2,23.7993,1
1938,CA-2020-112109,8/7/2020 0:00,12/7/2020 0:00,Standard Class,Joe Elijah,Consumer,United States,Broomfield,Colorado,80020,West,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,19.968,2,0.7,-13.312,1
1939,CA-2020-112109,8/7/2020 0:00,12/7/2020 0:00,Standard Class,Joe Elijah,Consumer,United States,Broomfield,Colorado,80020,West,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",33.488,7,0.2,-1.2558,1
1940,CA-2020-112109,8/7/2020 0:00,12/7/2020 0:00,Standard Class,Joe Elijah,Consumer,United States,Broomfield,Colorado,80020,West,Office Supplies,Binders,Wilson Jones Active Use Binders,8.736,4,0.7,-6.1152,1
1941,CA-2020-112109,8/7/2020 0:00,12/7/2020 0:00,Standard Class,Joe Elijah,Consumer,United States,Broomfield,Colorado,80020,West,Furniture,Chairs,SAFCO Arco Folding Chair,662.88,3,0.2,74.574,1
1945,CA-2020-108581,20/6/2020 0:00,26/6/2020 0:00,Standard Class,Erin Ashbrook,Corporate,United States,Carrollton,Texas,75007,Central,Technology,Accessories,Logitech Trackman Marble Mouse,95.968,4,0.2,26.3912,1
1946,CA-2020-108581,20/6/2020 0:00,26/6/2020 0:00,Standard Class,Erin Ashbrook,Corporate,United States,Carrollton,Texas,75007,Central,Office Supplies,Paper,Xerox 206,10.368,2,0.2,3.6288,1
1980,CA-2020-112669,14/4/2020 0:00,14/4/2020 0:00,Same Day,Kean Takahito,Consumer,United States,Glendale,Arizona,85301,West,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,933.536,4,0.2,105.0228,1
1981,CA-2020-112669,14/4/2020 0:00,14/4/2020 0:00,Same Day,Kean Takahito,Consumer,United States,Glendale,Arizona,85301,West,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",42.976,4,0.2,4.2976,1
1987,CA-2020-147417,25/7/2020 0:00,27/7/2020 0:00,First Class,Christy Brittain,Consumer,United States,Columbus,Ohio,43229,East,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,1439.976,4,0.4,191.9968,1
2014,CA-2020-145905,18/9/2020 0:00,23/9/2020 0:00,Standard Class,Anne McFarland,Consumer,United States,Auburn,Alabama,36830,South,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,350.98,1,0,84.2352,1
2015,CA-2020-145905,18/9/2020 0:00,23/9/2020 0:00,Standard Class,Anne McFarland,Consumer,United States,Auburn,Alabama,36830,South,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,13.08,2,0,6.0168,1
2016,CA-2020-145905,18/9/2020 0:00,23/9/2020 0:00,Standard Class,Anne McFarland,Consumer,United States,Auburn,Alabama,36830,South,Office Supplies,Storage,Tennsco Double-Tier Lockers,900.08,4,0,117.0104,1
2021,CA-2020-168354,19/9/2020 0:00,21/9/2020 0:00,First Class,Rick Huthwaite,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",1606.23,9,0,481.869,1
2022,CA-2020-168354,19/9/2020 0:00,21/9/2020 0:00,First Class,Rick Huthwaite,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",17.04,3,0,7.668,1
2023,CA-2020-168354,19/9/2020 0:00,21/9/2020 0:00,First Class,Rick Huthwaite,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Binders,JM Magazine Binder,49.53,3,0,23.7744,1
2024,CA-2020-168354,19/9/2020 0:00,21/9/2020 0:00,First Class,Rick Huthwaite,Home Office,United States,Providence,Rhode Island,2908,East,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",872.32,4,0,244.2496,1
2027,CA-2020-113516,8/9/2020 0:00,10/9/2020 0:00,Second Class,Valerie Mitchum,Home Office,United States,Lancaster,California,93534,West,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",33.024,2,0.2,11.5584,1
2028,CA-2020-113516,8/9/2020 0:00,10/9/2020 0:00,Second Class,Valerie Mitchum,Home Office,United States,Lancaster,California,93534,West,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,67.136,4,0.2,23.4976,1
2033,CA-2020-128923,9/12/2020 0:00,13/12/2020 0:00,Standard Class,George Bell,Corporate,United States,Fort Worth,Texas,76106,Central,Office Supplies,Paper,Things To Do Today Pad,9.392,2,0.2,3.2872,1
2034,CA-2020-128923,9/12/2020 0:00,13/12/2020 0:00,Standard Class,George Bell,Corporate,United States,Fort Worth,Texas,76106,Central,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",9.328,1,0.2,0.8162,1
2046,CA-2020-131835,17/7/2020 0:00,21/7/2020 0:00,Standard Class,Matt Collister,Corporate,United States,Perth Amboy,New Jersey,8861,East,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,162.64,2,0,45.5392,1
2047,CA-2020-131835,17/7/2020 0:00,21/7/2020 0:00,Standard Class,Matt Collister,Corporate,United States,Perth Amboy,New Jersey,8861,East,Technology,Phones,Bose SoundLink Bluetooth Speaker,597,3,0,280.59,1
2048,CA-2020-131835,17/7/2020 0:00,21/7/2020 0:00,Standard Class,Matt Collister,Corporate,United States,Perth Amboy,New Jersey,8861,East,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48,1,0,26.6304,1
2055,CA-2020-136434,1/12/2020 0:00,7/12/2020 0:00,Standard Class,Rick Duston,Consumer,United States,Richmond,Indiana,47374,Central,Furniture,Furnishings,DAX Cubicle Frames - 8x10,17.31,3,0,5.193,1
2071,CA-2020-146521,21/7/2020 0:00,23/7/2020 0:00,Second Class,Corey Catlett,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,GBC Instant Report Kit,1.941,1,0.7,-1.294,1
